t,s	E,V	I(E),mA
1102.40	-0.68145	3.9628e+00
1102.60	-0.68236	3.8498e+00
1102.80	-0.68353	3.7176e+00
1103.00	-0.68444	3.6196e+00
1103.20	-0.68534	3.5255e+00
1103.40	-0.68625	3.4160e+00
1103.60	-0.68729	3.3015e+00
1103.80	-0.68833	3.2071e+00
1104.00	-0.68924	3.1222e+00
1104.20	-0.69015	3.0259e+00
1104.40	-0.69132	2.9004e+00
1104.60	-0.69223	2.8099e+00
1104.80	-0.69327	2.6900e+00
1105.00	-0.69418	2.6104e+00
1105.20	-0.69522	2.5296e+00
1105.40	-0.69626	2.4637e+00
1105.60	-0.69717	2.3626e+00
1105.80	-0.69820	2.2635e+00
1106.00	-0.69911	2.1253e+00
1106.20	-0.70028	2.0297e+00
1106.40	-0.70119	1.9158e+00
1106.60	-0.70236	1.8375e+00
1106.80	-0.70340	1.7270e+00
1107.00	-0.70457	1.6308e+00
1107.20	-0.70561	1.5525e+00
1107.40	-0.70665	1.4820e+00
1107.60	-0.70769	1.4405e+00
1107.80	-0.70860	1.3666e+00
1108.00	-0.70964	1.2950e+00
1108.20	-0.71067	1.2112e+00
1108.40	-0.71171	1.1796e+00
1108.60	-0.71275	1.1239e+00
1108.80	-0.71366	1.0788e+00
1109.00	-0.71470	9.8475e-01
1109.20	-0.71574	9.1014e-01
1109.40	-0.71691	8.4787e-01
1109.60	-0.71782	8.0093e-01
1109.80	-0.71873	7.4314e-01
1110.00	-0.71977	6.5675e-01
1110.20	-0.72081	5.8195e-01
1110.40	-0.72172	5.4735e-01
1110.60	-0.72276	4.8733e-01
1111.20	-0.72587	2.8042e-01
1111.40	-0.72678	2.0557e-01
1111.60	-0.72769	1.5292e-01
1111.80	-0.72873	8.7492e-02
1112.00	-0.72964	4.5529e-02
1112.60	-0.73224	-4.3361e-02
1113.20	-0.73523	-1.9565e-01
1113.40	-0.73614	-2.5547e-01
1113.60	-0.73717	-3.0117e-01
1113.80	-0.73808	-3.4777e-01
1114.00	-0.73912	-3.9285e-01
1114.20	-0.74016	-4.6393e-01
1114.40	-0.74120	-5.4913e-01
1115.00	-0.74445	-7.3510e-01
1115.20	-0.74549	-7.9008e-01
1115.40	-0.74653	-8.4562e-01
1115.60	-0.74770	-9.0696e-01
1115.80	-0.74874	-9.3463e-01
1116.00	-0.74964	-9.8438e-01
1116.20	-0.75068	-1.0076e+00
1116.40	-0.75172	-1.0502e+00
1116.60	-0.75276	-1.1209e+00
1116.80	-0.75380	-1.1684e+00
1117.00	-0.75471	-1.2009e+00
1117.20	-0.75588	-1.2451e+00
1117.40	-0.75679	-1.2954e+00
1117.60	-0.75796	-1.3530e+00
1117.80	-0.75900	-1.3980e+00
1118.00	-0.76004	-1.4418e+00
1118.20	-0.76108	-1.4700e+00
1118.40	-0.76211	-1.5057e+00
1118.60	-0.76315	-1.5660e+00
1118.80	-0.76406	-1.6204e+00
1119.00	-0.76510	-1.6512e+00
1119.20	-0.76614	-1.6901e+00
1119.40	-0.76705	-1.7126e+00
1119.60	-0.76809	-1.7629e+00
1119.80	-0.76913	-1.8120e+00
1120.00	-0.77017	-1.8543e+00
1120.20	-0.77121	-1.8781e+00
1120.40	-0.77212	-1.9261e+00
1120.60	-0.77329	-1.9689e+00
1120.80	-0.77420	-2.0350e+00
1121.00	-0.77523	-2.0884e+00
1121.20	-0.77614	-2.1348e+00
1121.40	-0.77718	-2.1584e+00
1121.60	-0.77822	-2.2023e+00
1121.80	-0.77913	-2.2296e+00
1122.00	-0.78017	-2.2663e+00
1122.20	-0.78147	-2.3106e+00
1122.40	-0.78238	-2.3805e+00
1122.60	-0.78342	-2.4151e+00
1122.80	-0.78433	-2.4673e+00
1123.00	-0.78537	-2.5288e+00
1123.20	-0.78641	-2.5883e+00
1123.40	-0.78744	-2.6195e+00
1123.60	-0.78848	-2.6644e+00
1123.80	-0.78926	-2.7063e+00
1124.00	-0.79043	-2.7788e+00
1124.20	-0.79134	-2.8411e+00
1124.40	-0.79238	-2.8774e+00
1124.60	-0.79329	-2.9241e+00
1124.80	-0.79433	-2.9597e+00
1125.00	-0.79511	-2.9872e+00
1125.20	-0.79602	-3.0373e+00
1125.40	-0.79693	-3.0926e+00
1125.60	-0.79784	-3.1480e+00
1125.80	-0.79901	-3.2060e+00
1126.00	-0.80005	-3.2521e+00
1126.20	-0.80108	-3.3144e+00
1126.40	-0.80212	-3.3617e+00
1126.60	-0.80316	-3.4208e+00
1126.80	-0.80420	-3.4661e+00
1127.00	-0.80524	-3.5005e+00
1127.20	-0.80615	-3.5340e+00
1127.40	-0.80719	-3.5579e+00
1127.60	-0.80810	-3.5629e+00
1127.80	-0.80901	-3.5914e+00
1128.00	-0.81005	-3.6333e+00
1128.20	-0.81109	-3.6510e+00
1128.40	-0.81200	-3.7023e+00
1128.60	-0.81316	-3.7352e+00
1128.80	-0.81407	-3.7810e+00
1129.00	-0.81498	-3.8659e+00
1129.20	-0.81602	-3.9354e+00
1129.40	-0.81706	-4.0140e+00
1129.60	-0.81810	-4.0783e+00
1129.80	-0.81914	-4.1195e+00
1130.00	-0.82018	-4.1827e+00
1130.20	-0.82122	-4.2326e+00
1130.40	-0.82213	-4.2754e+00
1130.60	-0.82317	-4.3687e+00
1130.80	-0.82434	-4.4432e+00
1131.00	-0.82538	-4.4929e+00
1131.20	-0.82641	-4.5393e+00
1131.40	-0.82745	-4.6023e+00
1131.60	-0.82849	-4.6563e+00
1131.80	-0.82940	-4.7323e+00
1132.00	-0.83057	-4.7581e+00
1132.20	-0.83148	-4.8215e+00
1132.40	-0.83252	-4.8598e+00
1132.60	-0.83356	-4.9193e+00
1132.80	-0.83473	-4.9709e+00
1133.00	-0.83564	-5.0012e+00
1133.20	-0.83655	-5.0707e+00
1133.40	-0.83759	-5.1186e+00
1133.60	-0.83850	-5.1740e+00
1133.80	-0.83953	-5.2430e+00
1134.00	-0.84057	-5.3228e+00
1134.20	-0.84161	-5.3726e+00
1134.40	-0.84265	-5.4230e+00
1134.60	-0.84369	-5.4728e+00
1134.80	-0.84460	-5.5525e+00
1135.00	-0.84577	-5.6071e+00
1135.60	-0.84863	-5.7953e+00
1135.80	-0.84967	-5.8706e+00
1136.00	-0.85071	-5.9591e+00
1136.20	-0.85161	-6.0287e+00
1136.40	-0.85278	-6.0664e+00
1136.60	-0.85369	-6.1341e+00
1136.80	-0.85460	-6.1831e+00
1137.00	-0.85564	-6.2960e+00
1137.20	-0.85668	-6.3920e+00
1137.40	-0.85772	-6.4579e+00
1137.60	-0.85850	-6.5181e+00
1137.80	-0.85941	-6.5877e+00
1138.00	-0.86019	-6.6724e+00
1138.20	-0.86110	-6.7665e+00
1138.40	-0.86201	-6.8381e+00
1138.60	-0.86305	-6.8889e+00
1138.80	-0.86409	-6.9642e+00
1139.00	-0.86525	-7.0432e+00
1139.20	-0.86616	-7.1524e+00
1139.40	-0.86733	-7.2465e+00
1139.60	-0.86824	-7.3312e+00
1139.80	-0.86928	-7.3820e+00
1140.00	-0.87032	-7.4648e+00
1140.20	-0.87136	-7.5477e+00
1140.40	-0.87227	-7.6305e+00
1140.60	-0.87331	-7.7076e+00
1140.80	-0.87435	-7.7585e+00
1141.00	-0.87526	-7.7886e+00
1141.20	-0.87630	-7.8977e+00
1141.40	-0.87733	-7.9881e+00
1141.60	-0.87824	-8.0559e+00
1141.80	-0.87941	-8.1387e+00
1142.00	-0.88032	-8.2083e+00
1142.20	-0.88136	-8.3024e+00
1142.40	-0.88227	-8.4361e+00
1142.60	-0.88331	-8.5245e+00
1142.80	-0.88435	-8.6073e+00
1143.00	-0.88539	-8.6600e+00
1143.20	-0.88630	-8.7466e+00
1143.40	-0.88734	-8.8765e+00
1143.60	-0.88825	-8.9857e+00
1143.80	-0.88942	-9.1231e+00
1144.00	-0.89045	-9.2247e+00
1144.20	-0.89149	-9.3207e+00
1144.40	-0.89253	-9.4412e+00
1144.60	-0.89357	-9.5917e+00
1144.80	-0.89461	-9.6802e+00
1145.00	-0.89565	-9.7800e+00
1145.20	-0.89656	-9.8628e+00
1145.40	-0.89773	-9.9305e+00
1145.60	-0.89877	-1.0085e+01
1145.80	-0.89968	-1.0175e+01
1146.00	-0.90059	-1.0271e+01
1146.20	-0.90176	-1.0348e+01
1146.40	-0.90267	-1.0439e+01
1146.60	-0.90370	-1.0578e+01
1146.80	-0.90461	-1.0693e+01
1147.00	-0.90578	-1.0842e+01
1147.20	-0.90669	-1.0949e+01
1147.40	-0.90786	-1.1043e+01
1147.60	-0.90877	-1.1177e+01
1147.80	-0.90981	-1.1335e+01
1148.00	-0.91085	-1.1446e+01
1148.20	-0.91176	-1.1547e+01
1148.40	-0.91280	-1.1658e+01
1148.60	-0.91371	-1.1779e+01
1148.80	-0.91475	-1.1926e+01
1149.00	-0.91565	-1.2059e+01
1149.20	-0.91656	-1.2159e+01
1149.40	-0.91773	-1.2304e+01
1149.60	-0.91864	-1.2419e+01
1149.80	-0.91955	-1.2534e+01
1150.00	-0.92072	-1.2707e+01
1150.20	-0.92163	-1.2816e+01
1150.40	-0.92254	-1.2940e+01
1150.60	-0.92332	-1.3049e+01
1150.80	-0.92410	-1.3175e+01
1151.00	-0.92488	-1.3366e+01
1151.20	-0.92579	-1.3458e+01
1151.40	-0.92670	-1.3584e+01
1151.60	-0.92761	-1.3729e+01
1151.80	-0.92851	-1.3908e+01
1152.00	-0.92942	-1.4143e+01
1152.20	-0.93059	-1.4333e+01
1152.40	-0.93163	-1.4527e+01
1152.60	-0.93267	-1.4685e+01
1152.80	-0.93371	-1.4868e+01
1153.00	-0.93462	-1.5075e+01
1153.20	-0.93566	-1.5287e+01
1153.40	-0.93657	-1.5464e+01
1153.60	-0.93774	-1.5647e+01
1153.80	-0.93865	-1.5824e+01
1154.00	-0.93969	-1.6016e+01
1154.20	-0.94086	-1.6275e+01
1154.40	-0.94202	-1.6483e+01
1154.60	-0.94306	-1.6646e+01
1154.80	-0.94397	-1.6838e+01
1155.00	-0.94488	-1.7026e+01
1155.20	-0.94605	-1.7320e+01
1155.40	-0.94696	-1.7567e+01
1155.60	-0.94800	-1.7791e+01
1155.80	-0.94904	-1.7985e+01
1156.00	-0.95008	-1.8205e+01
1156.20	-0.95125	-1.8468e+01
1156.40	-0.95229	-1.8737e+01
1156.60	-0.95333	-1.8946e+01
1156.80	-0.95423	-1.9221e+01
1157.00	-0.95527	-1.9471e+01
1157.20	-0.95631	-1.9731e+01
1157.40	-0.95748	-2.0055e+01
1157.60	-0.95852	-2.0311e+01
1157.80	-0.95969	-2.0563e+01
1158.00	-0.96060	-2.0845e+01
1158.20	-0.96164	-2.1086e+01
1158.40	-0.96281	-2.1359e+01
1158.60	-0.96385	-2.1649e+01
1158.80	-0.96476	-2.1899e+01
1159.00	-0.96580	-2.2195e+01
1159.20	-0.96683	-2.2440e+01
1159.40	-0.96774	-2.2752e+01
1159.60	-0.96878	-2.3076e+01
1159.80	-0.96969	-2.3401e+01
1160.00	-0.97086	-2.3697e+01
1160.20	-0.97177	-2.3983e+01
1160.40	-0.97281	-2.4273e+01
1160.60	-0.97372	-2.4666e+01
1160.80	-0.97489	-2.5020e+01
1161.00	-0.97593	-2.5314e+01
1161.20	-0.97684	-2.5649e+01
1161.40	-0.97788	-2.5980e+01
1161.60	-0.97879	-2.6345e+01
1161.80	-0.97982	-2.6769e+01
1162.00	-0.98073	-2.7155e+01
1162.20	-0.98177	-2.7508e+01
1162.40	-0.98281	-2.7874e+01
1162.60	-0.98385	-2.8303e+01
1162.80	-0.98489	-2.8715e+01
1163.00	-0.98593	-2.9137e+01
1163.20	-0.98684	-2.9526e+01
1163.40	-0.98775	-2.9895e+01
1163.60	-0.98866	-3.0324e+01
1163.80	-0.98944	-3.0780e+01
1164.00	-0.99035	-3.1209e+01
1164.20	-0.99126	-3.1627e+01
1164.40	-0.99217	-3.2033e+01
1164.60	-0.99307	-3.2427e+01
1164.80	-0.99411	-3.2869e+01
1165.00	-0.99515	-3.3341e+01
1165.20	-0.99619	-3.3772e+01
1165.40	-0.99710	-3.4200e+01
1165.60	-0.99814	-3.4640e+01
1165.80	-0.99905	-3.5075e+01
1166.00	-1.00009	-3.5549e+01
1166.20	-1.00113	-3.5995e+01
1166.40	-1.00204	-3.6400e+01
1166.60	-1.00321	-3.6865e+01
1166.80	-1.00412	-3.7358e+01
1167.00	-1.00516	-3.7876e+01
1167.20	-1.00632	-3.8376e+01
1167.40	-1.00749	-3.8813e+01
1167.60	-1.00840	-3.9261e+01
1167.80	-1.00944	-3.9711e+01
1168.00	-1.01048	-4.0153e+01
1168.20	-1.01139	-4.0614e+01
1168.40	-1.01243	-4.1025e+01
1168.60	-1.01347	-4.1431e+01
1168.80	-1.01425	-4.1804e+01
1169.00	-1.01529	-4.2195e+01
1169.20	-1.01620	-4.2630e+01
1169.40	-1.01737	-4.3031e+01
1169.60	-1.01841	-4.3430e+01
1169.80	-1.01931	-4.3842e+01
1170.00	-1.02048	-4.4288e+01
1170.20	-1.02139	-4.4731e+01
1170.40	-1.02243	-4.5179e+01
1170.60	-1.02347	-4.5587e+01
1170.80	-1.02451	-4.5964e+01
1171.00	-1.02555	-4.6383e+01
1171.20	-1.02659	-4.6769e+01
1171.40	-1.02763	-4.7178e+01
1171.60	-1.02867	-4.7548e+01
1171.80	-1.02958	-4.7904e+01
1172.00	-1.03062	-4.8224e+01
1172.20	-1.03139	-4.8567e+01
1172.40	-1.03256	-4.8968e+01
1172.60	-1.03347	-4.9321e+01
1172.80	-1.03451	-4.9671e+01
1173.00	-1.03542	-5.0001e+01
1173.20	-1.03646	-5.0379e+01
1173.40	-1.03750	-5.0795e+01
1173.60	-1.03867	-5.1175e+01
1173.80	-1.03971	-5.1533e+01
1174.00	-1.04062	-5.1874e+01
1174.20	-1.04166	-5.2220e+01
1174.40	-1.04257	-5.2587e+01
1174.60	-1.04361	-5.2950e+01
1174.80	-1.04464	-5.3321e+01
1175.00	-1.04568	-5.3684e+01
1175.20	-1.04672	-5.4034e+01
1175.40	-1.04763	-5.4343e+01
1175.60	-1.04880	-5.4752e+01
1175.80	-1.04984	-5.5115e+01
1176.00	-1.05088	-5.5424e+01
1176.20	-1.05179	-5.5770e+01
1176.40	-1.05270	-5.6077e+01
1176.60	-1.05361	-5.6429e+01
1177.20	-1.05647	-5.9288e+01
1177.40	-1.05750	-5.9619e+01
1177.60	-1.05841	-5.9910e+01
1177.80	-1.05932	-6.0260e+01
1178.00	-1.06036	-6.0609e+01
1178.20	-1.06140	-6.0979e+01
1178.40	-1.06231	-6.1270e+01
1178.60	-1.06335	-6.1620e+01
1178.80	-1.06439	-6.1950e+01
1179.00	-1.06530	-6.2319e+01
1179.20	-1.06647	-6.2630e+01
1179.40	-1.06738	-6.2960e+01
1179.60	-1.06855	-6.3271e+01
1179.80	-1.06959	-6.3582e+01
1180.00	-1.07062	-6.3970e+01
1180.20	-1.07153	-6.4262e+01
1180.40	-1.07257	-6.4592e+01
1180.60	-1.07361	-6.4922e+01
1180.80	-1.07452	-6.5194e+01
1181.00	-1.07543	-6.5602e+01
1181.20	-1.07647	-6.5932e+01
1181.40	-1.07738	-6.6262e+01
1181.60	-1.07842	-6.6534e+01
1181.80	-1.07946	-6.6826e+01
1182.00	-1.08050	-6.7137e+01
1182.20	-1.08141	-6.7467e+01
1182.40	-1.08245	-6.7758e+01
1182.60	-1.08348	-6.8088e+01
1182.80	-1.08439	-6.8360e+01
1183.00	-1.08543	-6.8691e+01
1183.20	-1.08647	-6.9079e+01
1183.40	-1.08751	-6.9448e+01
1183.60	-1.08855	-6.9759e+01
1183.80	-1.08959	-7.0128e+01
1184.00	-1.09063	-7.0458e+01
1184.20	-1.09167	-7.0828e+01
1184.40	-1.09271	-7.1216e+01
1184.60	-1.09362	-7.1585e+01
1184.80	-1.09466	-7.1935e+01
1185.00	-1.09556	-7.2246e+01
1185.20	-1.09673	-7.2654e+01
1185.40	-1.09764	-7.3100e+01
1185.60	-1.09868	-7.3431e+01
1185.80	-1.09972	-7.3780e+01
1186.00	-1.10089	-7.4149e+01
1186.20	-1.10180	-7.4499e+01
1186.40	-1.10271	-7.4946e+01
1186.60	-1.10388	-7.5315e+01
1186.80	-1.10479	-7.5704e+01
1187.00	-1.10570	-7.6092e+01
1187.20	-1.10674	-7.6481e+01
1187.40	-1.10778	-7.6869e+01
1187.60	-1.10868	-7.7238e+01
1187.80	-1.10972	-7.7607e+01
1188.00	-1.11063	-7.7957e+01
1188.20	-1.11167	-7.8345e+01
1188.40	-1.11271	-7.8734e+01
1188.60	-1.11375	-7.9200e+01
1188.80	-1.11479	-7.9686e+01
1189.00	-1.11583	-8.0094e+01
1189.20	-1.11674	-8.0502e+01
1189.40	-1.11752	-8.0910e+01
1189.60	-1.11843	-8.1395e+01
1189.80	-1.11934	-8.1900e+01
1190.00	-1.12025	-8.2367e+01
1190.20	-1.12115	-8.2813e+01
1190.40	-1.12219	-8.3260e+01
1190.60	-1.12310	-8.3726e+01
1190.80	-1.12414	-8.4290e+01
1191.00	-1.12518	-8.4717e+01
1191.20	-1.12609	-8.5203e+01
1191.40	-1.12713	-8.5689e+01
1191.60	-1.12804	-8.6174e+01
1191.80	-1.12895	-8.6679e+01
1192.00	-1.12999	-8.7165e+01
1192.20	-1.13103	-8.7612e+01
1192.40	-1.13220	-8.8078e+01
1192.60	-1.13311	-8.8602e+01
1192.80	-1.13414	-8.9146e+01
1193.00	-1.13518	-8.9749e+01
1193.20	-1.13622	-9.0293e+01
1193.40	-1.13726	-9.0836e+01
1193.60	-1.13817	-9.1380e+01
1193.80	-1.13934	-9.1963e+01
1194.00	-1.14025	-9.2546e+01
1194.20	-1.14129	-9.3129e+01
1194.40	-1.14233	-9.3653e+01
1194.60	-1.14324	-9.4197e+01
1194.80	-1.14428	-9.4741e+01
1195.00	-1.14532	-9.5363e+01
1195.20	-1.14636	-9.5984e+01
1195.40	-1.14726	-9.6528e+01
1195.60	-1.14830	-9.7033e+01
1195.80	-1.14934	-9.7597e+01
1196.00	-1.15025	-9.8180e+01
1196.20	-1.15116	-9.8801e+01
1196.40	-1.15220	-9.9403e+01
1196.60	-1.15324	-9.9986e+01
1196.80	-1.15428	-1.0057e+02
1197.00	-1.15532	-1.0121e+02
1197.20	-1.15636	-1.0189e+02
1197.40	-1.15727	-1.0249e+02
1197.60	-1.15831	-1.0311e+02
1197.80	-1.15922	-1.0377e+02
1198.00	-1.16025	-1.0443e+02
1198.20	-1.16129	-1.0517e+02
1198.40	-1.16220	-1.0578e+02
1198.60	-1.16337	-1.0642e+02
1198.80	-1.16441	-1.0704e+02
1199.00	-1.16532	-1.0766e+02
1199.20	-1.16636	-1.0836e+02
1199.40	-1.16740	-1.0912e+02
1199.60	-1.16844	-1.0985e+02
1199.80	-1.16948	-1.1055e+02
1200.00	-1.17039	-1.1125e+02
1200.20	-1.17143	-1.1197e+02
1200.40	-1.17246	-1.1273e+02
1200.60	-1.17363	-1.1345e+02
1200.80	-1.17454	-1.1415e+02
1201.00	-1.17558	-1.1485e+02
1201.20	-1.17649	-1.1555e+02
1201.40	-1.17766	-1.1627e+02
1201.60	-1.17857	-1.1696e+02
1201.80	-1.17961	-1.1761e+02
1202.00	-1.18052	-1.1834e+02
1202.20	-1.18143	-1.1906e+02
1202.40	-1.18221	-1.1984e+02
1202.60	-1.18325	-1.2060e+02
1202.80	-1.18403	-1.2139e+02
1203.00	-1.18493	-1.2215e+02
1203.20	-1.18597	-1.2293e+02
1203.40	-1.18688	-1.2369e+02
1203.60	-1.18792	-1.2448e+02
1203.80	-1.18896	-1.2522e+02
1204.00	-1.18987	-1.2598e+02
1204.20	-1.19091	-1.2668e+02
1204.40	-1.19182	-1.2734e+02
1204.60	-1.19299	-1.2819e+02
1204.80	-1.19403	-1.2893e+02
1205.00	-1.19507	-1.2971e+02
1205.20	-1.19598	-1.3049e+02
1205.40	-1.19702	-1.3120e+02
1205.60	-1.19805	-1.3204e+02
1205.80	-1.19922	-1.3282e+02
1206.00	-1.20013	-1.3359e+02
1206.20	-1.20013	-1.3286e+02
1206.40	-1.19909	-1.3157e+02
			
1206.60	-1.19818	-1.3041e+02
1206.80	-1.19702	-1.2934e+02
1207.00	-1.19598	-1.2833e+02
1207.20	-1.19494	-1.2728e+02
1207.40	-1.19390	-1.2643e+02
1207.60	-1.19299	-1.2553e+02
1207.80	-1.19208	-1.2468e+02
1208.00	-1.19091	-1.2374e+02
1208.20	-1.19000	-1.2283e+02
1208.40	-1.18896	-1.2198e+02
1208.60	-1.18792	-1.2114e+02
1208.80	-1.18688	-1.2025e+02
1209.00	-1.18584	-1.1937e+02
1209.20	-1.18506	-1.1850e+02
1209.40	-1.18416	-1.1764e+02
1209.60	-1.18325	-1.1685e+02
1209.80	-1.18247	-1.1615e+02
1210.00	-1.18169	-1.1547e+02
1210.20	-1.18052	-1.1467e+02
1210.40	-1.17948	-1.1390e+02
1210.60	-1.17857	-1.1316e+02
1210.80	-1.17766	-1.1240e+02
1211.00	-1.17662	-1.1162e+02
1211.20	-1.17558	-1.1086e+02
1211.40	-1.17467	-1.1011e+02
1211.60	-1.17350	-1.0935e+02
1211.80	-1.17259	-1.0857e+02
1212.00	-1.17156	-1.0785e+02
1212.20	-1.17052	-1.0710e+02
1212.40	-1.16948	-1.0638e+02
1212.60	-1.16844	-1.0568e+02
1212.80	-1.16740	-1.0496e+02
1213.00	-1.16623	-1.0422e+02
1213.20	-1.16532	-1.0348e+02
1213.40	-1.16428	-1.0276e+02
1213.60	-1.16337	-1.0206e+02
1213.80	-1.16233	-1.0137e+02
1214.00	-1.16129	-1.0063e+02
1214.20	-1.16038	-9.9870e+01
1214.40	-1.15935	-9.9112e+01
1214.60	-1.15831	-9.8432e+01
1214.80	-1.15727	-9.7772e+01
1215.00	-1.15636	-9.7150e+01
1215.20	-1.15545	-9.6509e+01
1215.40	-1.15441	-9.5848e+01
1215.60	-1.15324	-9.5149e+01
1215.80	-1.15233	-9.4450e+01
1216.00	-1.15129	-9.3789e+01
1216.20	-1.15038	-9.3032e+01
1216.40	-1.14947	-9.2313e+01
1216.60	-1.14856	-9.1691e+01
1216.80	-1.14739	-9.0992e+01
1217.00	-1.14636	-9.0312e+01
1217.20	-1.14558	-8.9632e+01
1217.40	-1.14441	-8.8913e+01
1217.60	-1.14324	-8.8195e+01
1217.80	-1.14220	-8.7534e+01
1218.00	-1.14142	-8.6932e+01
1218.20	-1.14038	-8.6232e+01
1218.40	-1.13947	-8.5572e+01
1218.60	-1.13843	-8.4814e+01
1218.80	-1.13739	-8.4096e+01
1219.00	-1.13622	-8.3396e+01
1219.20	-1.13531	-8.2697e+01
1219.40	-1.13414	-8.2036e+01
1219.60	-1.13311	-8.1298e+01
1219.80	-1.13207	-8.0579e+01
1220.00	-1.13103	-7.9919e+01
1220.20	-1.13012	-7.9200e+01
1220.40	-1.12921	-7.8559e+01
1220.60	-1.12817	-7.7879e+01
1220.80	-1.12726	-7.7180e+01
1221.00	-1.12609	-7.6539e+01
1221.20	-1.12518	-7.5840e+01
1221.40	-1.12414	-7.5160e+01
1221.60	-1.12323	-7.4499e+01
1221.80	-1.12232	-7.3800e+01
1222.00	-1.12128	-7.3120e+01
1222.20	-1.12038	-7.2401e+01
1222.40	-1.11947	-7.1760e+01
1222.60	-1.11869	-7.1041e+01
1222.80	-1.11791	-7.0342e+01
1223.00	-1.11687	-6.9643e+01
1223.20	-1.11609	-6.8982e+01
1223.40	-1.11492	-6.8360e+01
1223.60	-1.11401	-6.7719e+01
1223.80	-1.11297	-6.7059e+01
1224.00	-1.11193	-6.6379e+01
1224.20	-1.11089	-6.5680e+01
1224.40	-1.10985	-6.5039e+01
1224.60	-1.10894	-6.4359e+01
1224.80	-1.10791	-6.3737e+01
1225.00	-1.10700	-6.3038e+01
1225.20	-1.10609	-6.2358e+01
1225.40	-1.10518	-6.1658e+01
1225.60	-1.10401	-6.1037e+01
1225.80	-1.10297	-6.0357e+01
1226.00	-1.10193	-5.9619e+01
1226.20	-1.10102	-5.9016e+01
1226.40	-1.09998	-5.8375e+01
1226.60	-1.09894	-5.7754e+01
1226.80	-1.09790	-5.7113e+01
1227.00	-1.09686	-5.6433e+01
1227.20	-1.09595	-5.5733e+01
1227.40	-1.09505	-5.5073e+01
1227.60	-1.09388	-5.4413e+01
1227.80	-1.09297	-5.3752e+01
1228.00	-1.09193	-5.3111e+01
1228.20	-1.09076	-5.2392e+01
1228.40	-1.08972	-5.1712e+01
1228.60	-1.08881	-5.1091e+01
1228.80	-1.08777	-5.0450e+01
1229.00	-1.08673	-4.9809e+01
1229.20	-1.08582	-4.9129e+01
1229.40	-1.08465	-4.8488e+01
1229.60	-1.08374	-4.7905e+01
1229.80	-1.08270	-4.7303e+01
1230.00	-1.08180	-4.6720e+01
1230.20	-1.08076	-4.6059e+01
1230.60	-1.07855	-4.3325e+01
1230.80	-1.07738	-4.2700e+01
1231.00	-1.07647	-4.2135e+01
1231.20	-1.07543	-4.1540e+01
1231.40	-1.07452	-4.0893e+01
1231.60	-1.07361	-4.0266e+01
1231.80	-1.07244	-3.9698e+01
1232.00	-1.07153	-3.9103e+01
1232.20	-1.07075	-3.8540e+01
1232.40	-1.06946	-3.7928e+01
1232.60	-1.06855	-3.7236e+01
1232.80	-1.06738	-3.6675e+01
1233.00	-1.06660	-3.6082e+01
1233.20	-1.06543	-3.5487e+01
1233.40	-1.06452	-3.4877e+01
1233.60	-1.06348	-3.4249e+01
1233.80	-1.06257	-3.3646e+01
1234.00	-1.06153	-3.3033e+01
1234.20	-1.06049	-3.2466e+01
1234.40	-1.05945	-3.1853e+01
1234.60	-1.05841	-3.1231e+01
1234.80	-1.05750	-3.0661e+01
1235.00	-1.05647	-3.0106e+01
1235.20	-1.05556	-2.9539e+01
1235.40	-1.05465	-2.8971e+01
1235.60	-1.05374	-2.8344e+01
1235.80	-1.05296	-2.7732e+01
1236.00	-1.05205	-2.7177e+01
1236.20	-1.05114	-2.6579e+01
1236.40	-1.05010	-2.5984e+01
1236.60	-1.04906	-2.5387e+01
1236.80	-1.04789	-2.4768e+01
1237.00	-1.04685	-2.4186e+01
1237.20	-1.04594	-2.3603e+01
1237.40	-1.04490	-2.3033e+01
1237.60	-1.04387	-2.2443e+01
1237.80	-1.04296	-2.1894e+01
1238.00	-1.04192	-2.1301e+01
1238.20	-1.04075	-2.0749e+01
1238.40	-1.03971	-2.0175e+01
1238.60	-1.03880	-1.9622e+01
1238.80	-1.03776	-1.9039e+01
1239.00	-1.03672	-1.8429e+01
1239.20	-1.03568	-1.7851e+01
1239.40	-1.03464	-1.7352e+01
1239.60	-1.03373	-1.6823e+01
1239.80	-1.03282	-1.6300e+01
1240.00	-1.03178	-1.5724e+01
1240.20	-1.03075	-1.5176e+01
1240.40	-1.02984	-1.4657e+01
1240.60	-1.02880	-1.4139e+01
1240.80	-1.02776	-1.3606e+01
1241.00	-1.02685	-1.3036e+01
1241.20	-1.02568	-1.2441e+01
1241.40	-1.02464	-1.1864e+01
1241.60	-1.02373	-1.1363e+01
1241.80	-1.02256	-1.0810e+01
1242.00	-1.02165	-1.0241e+01
1242.20	-1.02061	-9.6595e+00
1242.40	-1.01944	-9.0854e+00
1242.60	-1.01841	-8.5791e+00
1242.80	-1.01750	-8.0841e+00
1243.00	-1.01646	-7.5778e+00
1243.20	-1.01555	-7.0263e+00
1243.40	-1.01451	-6.4974e+00
1243.60	-1.01347	-6.0061e+00
1243.80	-1.01256	-5.5055e+00
1244.00	-1.01165	-4.9991e+00
1244.60	-1.00866	-3.3571e+00
1244.80	-1.00749	-2.8338e+00
1245.00	-1.00645	-2.2646e+00
1245.20	-1.00542	-1.7314e+00
1245.40	-1.00438	-1.1809e+00
