t,s	E,V	I(E),mA
3080.90	-0.67950	1.5530e+01
3081.10	-0.67950	1.5523e+01
3081.30	-0.67976	1.5457e+01
3081.50	-0.68002	1.5472e+01
3081.70	-0.68028	1.5404e+01
3081.90	-0.68041	1.5383e+01
3082.10	-0.68067	1.5317e+01
3082.30	-0.68080	1.5312e+01
3082.50	-0.68106	1.5287e+01
3082.70	-0.68132	1.5250e+01
3082.90	-0.68145	1.5233e+01
3083.10	-0.68158	1.5178e+01
3083.30	-0.68171	1.5174e+01
3083.50	-0.68210	1.5099e+01
3083.70	-0.68223	1.5116e+01
3083.90	-0.68236	1.5061e+01
3084.10	-0.68262	1.5026e+01
3084.30	-0.68275	1.5028e+01
3084.50	-0.68301	1.4962e+01
3084.70	-0.68314	1.4948e+01
3084.90	-0.68340	1.4890e+01
3085.10	-0.68353	1.4886e+01
3085.30	-0.68366	1.4834e+01
3085.50	-0.68405	1.4800e+01
3085.70	-0.68418	1.4798e+01
3085.90	-0.68431	1.4743e+01
3086.10	-0.68444	1.4730e+01
3086.30	-0.68483	1.4691e+01
3086.50	-0.68496	1.4659e+01
3086.70	-0.68521	1.4615e+01
3086.90	-0.68534	1.4595e+01
3087.10	-0.68547	1.4591e+01
3087.30	-0.68573	1.4523e+01
3087.50	-0.68586	1.4525e+01
3087.70	-0.68612	1.4476e+01
3087.90	-0.68625	1.4463e+01
3088.10	-0.68638	1.4408e+01
3088.30	-0.68664	1.4391e+01
3088.50	-0.68690	1.4405e+01
3088.70	-0.68703	1.4333e+01
3088.90	-0.68716	1.4329e+01
3089.10	-0.68742	1.4269e+01
3089.30	-0.68768	1.4243e+01
3089.50	-0.68768	1.4201e+01
3089.70	-0.68794	1.4179e+01
3089.90	-0.68820	1.4156e+01
3090.10	-0.68833	1.4122e+01
3090.30	-0.68859	1.4103e+01
3090.50	-0.68872	1.4064e+01
3090.70	-0.68911	1.4038e+01
3090.90	-0.68937	1.3996e+01
3091.10	-0.68950	1.3972e+01
3091.30	-0.68963	1.3953e+01
3091.50	-0.68976	1.3915e+01
3091.70	-0.69002	1.3917e+01
3091.90	-0.69028	1.3853e+01
3092.10	-0.69041	1.3847e+01
3092.30	-0.69054	1.3789e+01
3092.50	-0.69080	1.3789e+01
3092.70	-0.69093	1.3738e+01
3092.90	-0.69119	1.3721e+01
3093.10	-0.69132	1.3708e+01
3093.30	-0.69158	1.3631e+01
3093.50	-0.69171	1.3633e+01
3093.70	-0.69210	1.3584e+01
3093.90	-0.69223	1.3597e+01
3094.10	-0.69236	1.3541e+01
3094.30	-0.69249	1.3516e+01
3094.50	-0.69275	1.3488e+01
3094.70	-0.69314	1.3433e+01
3094.90	-0.69327	1.3439e+01
3095.10	-0.69340	1.3384e+01
3095.30	-0.69353	1.3383e+01
3095.50	-0.69379	1.3328e+01
3095.70	-0.69392	1.3313e+01
3095.90	-0.69405	1.3303e+01
3096.10	-0.69431	1.3243e+01
3096.30	-0.69457	1.3255e+01
3096.50	-0.69483	1.3211e+01
3096.70	-0.69509	1.3194e+01
3096.90	-0.69522	1.3142e+01
3097.10	-0.69535	1.3115e+01
3097.30	-0.69561	1.3110e+01
3097.50	-0.69574	1.3061e+01
3097.70	-0.69587	1.3076e+01
3097.90	-0.69613	1.3014e+01
3098.10	-0.69639	1.2997e+01
3098.30	-0.69665	1.2953e+01
3098.50	-0.69678	1.2940e+01
3098.70	-0.69704	1.2921e+01
3098.90	-0.69730	1.2878e+01
3099.10	-0.69743	1.2878e+01
3099.30	-0.69769	1.2803e+01
3099.50	-0.69782	1.2797e+01
3099.70	-0.69820	1.2752e+01
3099.90	-0.69820	1.2763e+01
3100.10	-0.69846	1.2718e+01
3100.30	-0.69872	1.2694e+01
3100.50	-0.69885	1.2680e+01
3100.70	-0.69885	1.2611e+01
3100.90	-0.69911	1.2600e+01
3101.10	-0.69950	1.2547e+01
3101.30	-0.69963	1.2547e+01
3101.50	-0.69976	1.2507e+01
3101.70	-0.69989	1.2468e+01
3101.90	-0.70028	1.2458e+01
3102.10	-0.70054	1.2419e+01
3102.30	-0.70067	1.2400e+01
3102.50	-0.70080	1.2347e+01
3102.70	-0.70106	1.2357e+01
3102.90	-0.70132	1.2293e+01
3103.10	-0.70145	1.2302e+01
3103.30	-0.70184	1.2274e+01
3103.50	-0.70184	1.2219e+01
3103.70	-0.70210	1.2231e+01
3103.90	-0.70236	1.2174e+01
3104.10	-0.70249	1.2159e+01
3104.30	-0.70275	1.2089e+01
3104.50	-0.70288	1.2093e+01
3104.70	-0.70327	1.2086e+01
3104.90	-0.70353	1.2029e+01
3105.10	-0.70366	1.2024e+01
3105.30	-0.70392	1.1982e+01
3105.50	-0.70405	1.1956e+01
3105.70	-0.70431	1.1912e+01
3105.90	-0.70457	1.1899e+01
3106.10	-0.70470	1.1892e+01
3106.30	-0.70483	1.1858e+01
3106.50	-0.70522	1.1860e+01
3106.70	-0.70535	1.1805e+01
3106.90	-0.70561	1.1785e+01
3107.10	-0.70574	1.1732e+01
3107.30	-0.70600	1.1722e+01
3107.50	-0.70613	1.1700e+01
3107.70	-0.70652	1.1673e+01
3107.90	-0.70665	1.1694e+01
3108.10	-0.70678	1.1623e+01
3108.30	-0.70704	1.1626e+01
3108.50	-0.70730	1.1568e+01
3108.70	-0.70743	1.1587e+01
3108.90	-0.70769	1.1530e+01
3109.10	-0.70769	1.1502e+01
3109.30	-0.70795	1.1506e+01
3109.50	-0.70821	1.1433e+01
3109.70	-0.70860	1.1438e+01
3109.90	-0.70860	1.1404e+01
3110.10	-0.70886	1.1408e+01
3110.30	-0.70912	1.1355e+01
3110.50	-0.70925	1.1348e+01
3110.70	-0.70964	1.1335e+01
3110.90	-0.70977	1.1291e+01
3111.10	-0.70990	1.1299e+01
3111.30	-0.71016	1.1252e+01
3111.50	-0.71029	1.1237e+01
3111.70	-0.71055	1.1186e+01
3111.90	-0.71067	1.1167e+01
3112.10	-0.71093	1.1175e+01
3112.30	-0.71106	1.1103e+01
3112.50	-0.71132	1.1122e+01
3112.70	-0.71158	1.1073e+01
3112.90	-0.71171	1.1060e+01
3113.10	-0.71197	1.1015e+01
3113.30	-0.71210	1.1011e+01
3113.50	-0.71236	1.0996e+01
3113.70	-0.71249	1.0968e+01
3113.90	-0.71275	1.0981e+01
3114.10	-0.71301	1.0915e+01
3114.30	-0.71314	1.0907e+01
3114.50	-0.71340	1.0862e+01
3114.70	-0.71353	1.0857e+01
3114.90	-0.71379	1.0838e+01
3115.10	-0.71392	1.0808e+01
3115.30	-0.71405	1.0815e+01
3115.50	-0.71418	1.0761e+01
3115.70	-0.71444	1.0749e+01
3115.90	-0.71470	1.0723e+01
3116.10	-0.71496	1.0710e+01
3116.30	-0.71509	1.0663e+01
3116.50	-0.71535	1.0657e+01
3116.70	-0.71548	1.0651e+01
3116.90	-0.71574	1.0595e+01
3117.10	-0.71600	1.0586e+01
3117.30	-0.71626	1.0546e+01
3117.50	-0.71639	1.0546e+01
3117.70	-0.71652	1.0506e+01
3117.90	-0.71678	1.0491e+01
3118.10	-0.71704	1.0488e+01
3118.30	-0.71717	1.0441e+01
3118.50	-0.71730	1.0441e+01
3118.70	-0.71756	1.0399e+01
3118.90	-0.71782	1.0384e+01
3119.10	-0.71795	1.0328e+01
3119.30	-0.71821	1.0326e+01
3119.50	-0.71834	1.0318e+01
3119.70	-0.71873	1.0298e+01
3119.90	-0.71886	1.0286e+01
3120.10	-0.71912	1.0237e+01
3120.30	-0.71925	1.0222e+01
3120.50	-0.71951	1.0185e+01
3120.70	-0.71977	1.0190e+01
3120.90	-0.71990	1.0175e+01
3121.10	-0.72016	1.0136e+01
3121.30	-0.72029	1.0136e+01
3121.50	-0.72055	1.0081e+01
3121.70	-0.72068	1.0059e+01
3121.90	-0.72094	1.0040e+01
3122.10	-0.72107	1.0027e+01
3122.30	-0.72133	1.0006e+01
3122.50	-0.72159	9.9663e+00
3122.70	-0.72185	9.9983e+00
3122.90	-0.72198	9.9305e+00
3123.10	-0.72211	9.9324e+00
3123.30	-0.72250	9.8891e+00
3123.50	-0.72263	9.8910e+00
3123.70	-0.72276	9.8496e+00
3123.90	-0.72302	9.8364e+00
3124.10	-0.72302	9.8327e+00
3124.30	-0.72328	9.7687e+00
3124.50	-0.72353	9.7912e+00
3124.70	-0.72379	9.7461e+00
3124.90	-0.72392	9.7442e+00
3125.10	-0.72418	9.6990e+00
3125.30	-0.72431	9.6877e+00
3125.50	-0.72457	9.6783e+00
3125.70	-0.72470	9.6313e+00
3125.90	-0.72483	9.6407e+00
3126.10	-0.72509	9.5898e+00
3126.30	-0.72535	9.5767e+00
3126.50	-0.72561	9.5033e+00
3126.70	-0.72574	9.5202e+00
3126.90	-0.72600	9.5146e+00
3127.10	-0.72626	9.4713e+00
3127.30	-0.72639	9.4637e+00
3127.50	-0.72665	9.4412e+00
3127.70	-0.72678	9.4299e+00
3127.90	-0.72717	9.3715e+00
3128.10	-0.72730	9.3790e+00
3128.30	-0.72756	9.3640e+00
3128.50	-0.72756	9.3301e+00
3128.70	-0.72782	9.3508e+00
3128.90	-0.72808	9.2812e+00
3129.10	-0.72821	9.2831e+00
3129.30	-0.72834	9.2285e+00
3129.50	-0.72847	9.2303e+00
3129.70	-0.72873	9.2172e+00
3129.90	-0.72886	9.2096e+00
3130.10	-0.72912	9.1852e+00
3130.30	-0.72925	9.1438e+00
3130.50	-0.72938	9.1306e+00
3130.70	-0.72951	9.1024e+00
3130.90	-0.72977	9.1080e+00
3131.10	-0.72990	9.0798e+00
3131.30	-0.73003	9.0365e+00
3131.50	-0.73029	9.0497e+00
3131.70	-0.73042	9.0007e+00
3131.90	-0.73055	9.0064e+00
3132.10	-0.73081	8.9650e+00
3132.30	-0.73094	8.9593e+00
3132.50	-0.73107	8.9292e+00
3132.70	-0.73133	8.9047e+00
3132.90	-0.73159	8.9104e+00
3133.10	-0.73172	8.8671e+00
3133.30	-0.73185	8.8840e+00
3133.50	-0.73211	8.8464e+00
3133.70	-0.73237	8.8501e+00
3133.90	-0.73250	8.7937e+00
3134.10	-0.73263	8.7918e+00
3134.30	-0.73289	8.7861e+00
3134.50	-0.73315	8.7466e+00
3134.70	-0.73328	8.7654e+00
3134.90	-0.73341	8.7222e+00
3135.10	-0.73354	8.7109e+00
3135.30	-0.73380	8.6751e+00
3135.50	-0.73393	8.6826e+00
3135.70	-0.73432	8.6600e+00
3135.90	-0.73445	8.6073e+00
3136.10	-0.73458	8.6450e+00
3136.30	-0.73484	8.5678e+00
3136.50	-0.73497	8.5716e+00
3136.70	-0.73523	8.5433e+00
3136.90	-0.73536	8.5471e+00
3137.10	-0.73562	8.5302e+00
3137.30	-0.73575	8.4982e+00
3137.50	-0.73601	8.4963e+00
3137.70	-0.73614	8.4455e+00
3137.90	-0.73626	8.4492e+00
3138.10	-0.73665	8.3909e+00
3138.30	-0.73691	8.4191e+00
3138.50	-0.73704	8.3928e+00
3138.70	-0.73717	8.3664e+00
3138.90	-0.73730	8.3928e+00
3139.10	-0.73756	8.3269e+00
3139.30	-0.73769	8.3250e+00
3139.50	-0.73795	8.2949e+00
3139.70	-0.73808	8.2911e+00
3139.90	-0.73821	8.2591e+00
3140.10	-0.73860	8.2384e+00
3140.30	-0.73873	8.2309e+00
3140.50	-0.73899	8.1876e+00
3140.70	-0.73899	8.1970e+00
3140.90	-0.73938	8.1500e+00
3141.10	-0.73951	8.1725e+00
3141.30	-0.73977	8.1029e+00
3141.50	-0.73990	8.1067e+00
3141.70	-0.74016	8.1010e+00
3141.90	-0.74055	8.0559e+00
3142.10	-0.74068	8.0521e+00
3142.30	-0.74081	8.0069e+00
3142.50	-0.74107	8.0144e+00
3142.70	-0.74146	7.9636e+00
3142.90	-0.74159	7.9730e+00
3143.10	-0.74172	7.9486e+00
3143.30	-0.74185	7.9128e+00
3143.50	-0.74211	7.9316e+00
3143.70	-0.74250	7.8639e+00
3143.90	-0.74250	7.8639e+00
3144.10	-0.74276	7.8262e+00
3144.30	-0.74302	7.8488e+00
3144.50	-0.74315	7.8225e+00
3144.70	-0.74341	7.7961e+00
3144.90	-0.74367	7.8168e+00
3145.10	-0.74380	7.7453e+00
3145.30	-0.74393	7.7415e+00
3145.50	-0.74419	7.7076e+00
3145.70	-0.74445	7.7133e+00
3145.90	-0.74471	7.6832e+00
3146.10	-0.74484	7.6625e+00
3146.30	-0.74497	7.6832e+00
3146.50	-0.74523	7.6135e+00
3146.70	-0.74536	7.6267e+00
3146.90	-0.74562	7.5891e+00
3147.10	-0.74575	7.5966e+00
3147.30	-0.74601	7.5495e+00
3147.50	-0.74627	7.5571e+00
3147.70	-0.74653	7.5401e+00
3147.90	-0.74666	7.4837e+00
3148.10	-0.74692	7.5044e+00
3148.30	-0.74718	7.4611e+00
3148.50	-0.74731	7.4611e+00
3148.70	-0.74757	7.4253e+00
3148.90	-0.74770	7.4197e+00
3149.10	-0.74783	7.4178e+00
3149.30	-0.74809	7.3801e+00
3149.50	-0.74835	7.4008e+00
3149.70	-0.74848	7.3538e+00
3149.90	-0.74874	7.3387e+00
3150.10	-0.74900	7.2898e+00
3150.30	-0.74925	7.2823e+00
3150.50	-0.74938	7.2879e+00
3150.70	-0.74964	7.2597e+00
3150.90	-0.74990	7.2710e+00
3151.10	-0.75003	7.2409e+00
3151.30	-0.75029	7.2390e+00
3151.50	-0.75042	7.1787e+00
3151.70	-0.75055	7.1825e+00
3151.90	-0.75081	7.1712e+00
3152.10	-0.75094	7.1543e+00
3152.30	-0.75120	7.1938e+00
3152.50	-0.75146	7.1091e+00
3152.70	-0.75159	7.0997e+00
3152.90	-0.75185	7.0677e+00
3153.10	-0.75198	7.0620e+00
3153.30	-0.75224	7.0489e+00
3153.50	-0.75250	7.0376e+00
3153.70	-0.75263	7.0545e+00
3153.90	-0.75289	6.9811e+00
3154.10	-0.75315	6.9980e+00
3154.30	-0.75328	6.9755e+00
3154.50	-0.75341	6.9773e+00
3154.70	-0.75367	6.9246e+00
3154.90	-0.75393	6.9171e+00
3155.10	-0.75406	6.9209e+00
3155.30	-0.75432	6.8625e+00
3155.50	-0.75458	6.8701e+00
3155.70	-0.75484	6.8531e+00
3155.90	-0.75497	6.8550e+00
3156.10	-0.75510	6.8249e+00
3156.30	-0.75523	6.8079e+00
3156.50	-0.75549	6.8004e+00
3156.70	-0.75562	6.7552e+00
3156.90	-0.75588	6.7759e+00
3157.10	-0.75614	6.7402e+00
3157.30	-0.75627	6.7515e+00
3157.50	-0.75666	6.6950e+00
3157.70	-0.75679	6.6837e+00
3157.90	-0.75692	6.7025e+00
3158.10	-0.75718	6.6404e+00
3158.30	-0.75731	6.6687e+00
3158.50	-0.75770	6.6141e+00
3158.70	-0.75783	6.6047e+00
3158.90	-0.75809	6.5651e+00
3159.10	-0.75822	6.5708e+00
3159.30	-0.75848	6.5520e+00
3159.50	-0.75874	6.5237e+00
3159.70	-0.75887	6.5595e+00
3159.90	-0.75913	6.4917e+00
3160.10	-0.75926	6.4804e+00
3160.30	-0.75965	6.4710e+00
3160.50	-0.75978	6.4673e+00
3160.70	-0.76004	6.4315e+00
3160.90	-0.76004	6.4277e+00
3161.10	-0.76030	6.4259e+00
3161.30	-0.76069	6.3807e+00
3161.50	-0.76082	6.3769e+00
3161.70	-0.76095	6.3600e+00
3161.90	-0.76121	6.3675e+00
3162.10	-0.76147	6.3205e+00
3162.30	-0.76160	6.3261e+00
3162.50	-0.76185	6.3299e+00
3162.70	-0.76185	6.2583e+00
3162.90	-0.76211	6.2790e+00
3163.10	-0.76237	6.2621e+00
3163.30	-0.76263	6.2678e+00
3163.50	-0.76276	6.2151e+00
3163.70	-0.76302	6.2151e+00
3163.90	-0.76328	6.2094e+00
3164.10	-0.76341	6.1511e+00
3164.30	-0.76367	6.1849e+00
3164.50	-0.76380	6.1511e+00
3164.70	-0.76406	6.1454e+00
3164.90	-0.76432	6.0965e+00
3165.10	-0.76445	6.1115e+00
3165.30	-0.76471	6.1134e+00
3165.50	-0.76484	6.0682e+00
3165.70	-0.76510	6.1002e+00
3165.90	-0.76536	6.0551e+00
3166.10	-0.76549	6.0400e+00
3166.30	-0.76575	6.0042e+00
3166.50	-0.76588	6.0061e+00
3166.70	-0.76614	5.9835e+00
3166.90	-0.76640	5.9798e+00
3167.10	-0.76653	5.9798e+00
3167.30	-0.76666	5.9233e+00
3167.50	-0.76692	5.9233e+00
3167.70	-0.76718	5.8951e+00
3167.90	-0.76744	5.9327e+00
3168.10	-0.76757	5.8875e+00
3168.30	-0.76770	5.8706e+00
3168.50	-0.76796	5.8838e+00
3168.70	-0.76822	5.8348e+00
3168.90	-0.76835	5.8405e+00
3169.10	-0.76861	5.7934e+00
3169.30	-0.76874	5.8047e+00
3169.50	-0.76887	5.7633e+00
3169.70	-0.76926	5.7577e+00
3169.90	-0.76952	5.7878e+00
3170.10	-0.76965	5.7294e+00
3170.30	-0.76978	5.7389e+00
3170.50	-0.77004	5.6956e+00
3170.70	-0.77030	5.6918e+00
3170.90	-0.77043	5.6560e+00
3171.10	-0.77056	5.6636e+00
3171.30	-0.77082	5.6654e+00
3171.50	-0.77108	5.6353e+00
3171.70	-0.77121	5.6278e+00
3171.90	-0.77147	5.6015e+00
3172.10	-0.77147	5.6090e+00
3172.30	-0.77173	5.5582e+00
3172.50	-0.77199	5.5695e+00
3172.70	-0.77225	5.5695e+00
3172.90	-0.77238	5.5168e+00
3173.10	-0.77251	5.5563e+00
3173.30	-0.77277	5.5092e+00
3173.50	-0.77290	5.4942e+00
3173.70	-0.77316	5.4716e+00
3173.90	-0.77329	5.4753e+00
3174.10	-0.77342	5.4546e+00
3174.30	-0.77368	5.4245e+00
3174.50	-0.77394	5.4565e+00
3174.70	-0.77407	5.3888e+00
3174.90	-0.77420	5.3925e+00
3175.10	-0.77446	5.3549e+00
3175.30	-0.77471	5.3643e+00
3175.50	-0.77497	5.3511e+00
3175.70	-0.77523	5.3229e+00
3175.90	-0.77523	5.3342e+00
3176.10	-0.77549	5.2739e+00
3176.30	-0.77575	5.2984e+00
3176.50	-0.77601	5.2702e+00
3176.70	-0.77614	5.2739e+00
3176.90	-0.77627	5.2250e+00
3177.10	-0.77653	5.2307e+00
3177.30	-0.77679	5.2363e+00
3177.50	-0.77692	5.1817e+00
3177.70	-0.77718	5.2005e+00
3177.90	-0.77744	5.1629e+00
3178.10	-0.77757	5.1742e+00
3178.30	-0.77783	5.1196e+00
3178.50	-0.77796	5.1177e+00
3178.70	-0.77822	5.1422e+00
3178.90	-0.77835	5.1045e+00
3179.10	-0.77861	5.1045e+00
3179.30	-0.77861	5.0801e+00
3179.50	-0.77887	5.0857e+00
3179.70	-0.77926	5.0349e+00
3179.90	-0.77939	5.0349e+00
3180.10	-0.77965	5.0424e+00
3180.30	-0.77978	5.0048e+00
3180.50	-0.77991	5.0274e+00
3180.70	-0.78030	5.0067e+00
3180.90	-0.78043	4.9766e+00
3181.10	-0.78069	4.9559e+00
3181.30	-0.78082	4.9521e+00
3181.50	-0.78108	4.9126e+00
3181.70	-0.78134	4.8975e+00
3181.90	-0.78147	4.9201e+00
3182.10	-0.78160	4.8787e+00
3182.30	-0.78186	4.8617e+00
3182.50	-0.78212	4.8335e+00
3182.70	-0.78225	4.8392e+00
3182.90	-0.78238	4.8166e+00
3183.10	-0.78264	4.7977e+00
3183.30	-0.78290	4.8316e+00
3183.50	-0.78303	4.7865e+00
3183.70	-0.78329	4.7695e+00
3183.90	-0.78355	4.7300e+00
3184.10	-0.78368	4.7658e+00
3184.30	-0.78394	4.7281e+00
3184.50	-0.78407	4.7036e+00
3184.70	-0.78433	4.7281e+00
3184.90	-0.78446	4.6585e+00
3185.10	-0.78472	4.6867e+00
3185.30	-0.78498	4.6472e+00
3185.50	-0.78511	4.6716e+00
3185.70	-0.78537	4.6415e+00
3185.90	-0.78537	4.6114e+00
3186.10	-0.78576	4.6265e+00
3186.30	-0.78602	4.5625e+00
3186.50	-0.78615	4.5832e+00
3186.70	-0.78641	4.5606e+00
3186.90	-0.78667	4.5531e+00
3187.10	-0.78693	4.5117e+00
3187.50	-0.78732	4.4826e+00
3187.70	-0.78744	4.4521e+00
3187.90	-0.78757	4.4619e+00
3188.10	-0.78796	4.4144e+00
3188.30	-0.78809	4.4263e+00
3188.50	-0.78822	4.4043e+00
3188.70	-0.78835	4.3932e+00
3188.90	-0.78861	4.3684e+00
3189.10	-0.78887	4.3581e+00
3189.30	-0.78913	4.3697e+00
3189.50	-0.78939	4.3242e+00
3189.70	-0.78939	4.3261e+00
3189.90	-0.78965	4.3025e+00
3190.10	-0.78991	4.3113e+00
3190.30	-0.79004	4.2986e+00
3190.50	-0.79030	4.2750e+00
3190.70	-0.79056	4.2621e+00
3190.90	-0.79069	4.2515e+00
3191.10	-0.79082	4.2393e+00
3191.30	-0.79121	4.1987e+00
3191.50	-0.79134	4.2309e+00
3191.70	-0.79147	4.1843e+00
3191.90	-0.79173	4.1685e+00
3192.10	-0.79199	4.1780e+00
3192.30	-0.79212	4.1337e+00
3192.50	-0.79225	4.1398e+00
3192.70	-0.79251	4.1213e+00
3192.90	-0.79264	4.1245e+00
3193.10	-0.79290	4.0740e+00
3193.30	-0.79303	4.0708e+00
3193.50	-0.79316	4.0813e+00
3193.70	-0.79342	4.0467e+00
3193.90	-0.79368	4.0731e+00
3194.10	-0.79381	4.0149e+00
3194.30	-0.79394	4.0372e+00
3194.50	-0.79407	3.9908e+00
3194.70	-0.79433	4.0138e+00
3194.90	-0.79459	3.9891e+00
3195.10	-0.79472	3.9607e+00
3195.30	-0.79485	3.9732e+00
3195.50	-0.79511	3.9362e+00
3195.70	-0.79537	3.9325e+00
3195.90	-0.79550	3.8906e+00
3196.10	-0.79550	3.9231e+00
3196.30	-0.79576	3.8934e+00
3196.50	-0.79602	3.8868e+00
3196.70	-0.79615	3.8990e+00
3196.90	-0.79628	3.8414e+00
3197.10	-0.79654	3.8616e+00
3197.30	-0.79667	3.8152e+00
3197.50	-0.79693	3.8244e+00
3197.70	-0.79706	3.8092e+00
3197.90	-0.79732	3.7905e+00
3198.10	-0.79745	3.7971e+00
3198.30	-0.79771	3.7701e+00
3198.50	-0.79784	3.7716e+00
3198.70	-0.79810	3.7217e+00
3198.90	-0.79823	3.7266e+00
3199.10	-0.79849	3.6826e+00
3199.30	-0.79875	3.6897e+00
3199.50	-0.79901	3.7009e+00
3199.70	-0.79914	3.6331e+00
3199.90	-0.79927	3.6742e+00
3200.10	-0.79953	3.6254e+00
3200.30	-0.79979	3.6405e+00
3200.50	-0.79992	3.5944e+00
3200.70	-0.80018	3.5959e+00
3200.90	-0.80030	3.5981e+00
3201.10	-0.80056	3.5760e+00
3201.30	-0.80069	3.5818e+00
3201.50	-0.80095	3.5347e+00
3201.70	-0.80121	3.5467e+00
3201.90	-0.80147	3.5018e+00
3202.10	-0.80160	3.5074e+00
3202.30	-0.80186	3.5068e+00
3202.50	-0.80199	3.4752e+00
3202.70	-0.80225	3.4833e+00
3202.90	-0.80251	3.4584e+00
3203.10	-0.80264	3.4635e+00
3203.30	-0.80277	3.4075e+00
3203.50	-0.80290	3.4158e+00
3203.70	-0.80329	3.3997e+00
3203.90	-0.80342	3.3937e+00
3204.10	-0.80368	3.4031e+00
3204.30	-0.80381	3.3507e+00
3204.50	-0.80407	3.3685e+00
3204.70	-0.80433	3.3154e+00
3204.90	-0.80446	3.3593e+00
3205.10	-0.80472	3.3172e+00
3205.30	-0.80485	3.3064e+00
3205.50	-0.80511	3.3118e+00
3205.70	-0.80524	3.2665e+00
3205.90	-0.80563	3.2770e+00
3206.10	-0.80576	3.2492e+00
3206.30	-0.80589	3.2535e+00
3206.50	-0.80602	3.2387e+00
3206.70	-0.80628	3.2387e+00
3206.90	-0.80654	3.2435e+00
3207.10	-0.80667	3.2056e+00
3207.30	-0.80693	3.2157e+00
3207.50	-0.80719	3.1798e+00
3207.70	-0.80745	3.1843e+00
3207.90	-0.80758	3.1687e+00
3208.10	-0.80784	3.1620e+00
3208.30	-0.80797	3.1824e+00
3208.50	-0.80810	3.1209e+00
3208.70	-0.80836	3.1517e+00
3208.90	-0.80849	3.1145e+00
3209.10	-0.80862	3.1117e+00
3209.30	-0.80888	3.0721e+00
3209.50	-0.80914	3.0919e+00
3209.70	-0.80927	3.0700e+00
3209.90	-0.80940	3.0607e+00
3210.10	-0.80966	3.0646e+00
3210.30	-0.80992	3.0317e+00
3210.50	-0.81005	3.0472e+00
3210.70	-0.81031	2.9980e+00
3210.90	-0.81044	3.0137e+00
3211.10	-0.81070	3.0046e+00
3211.30	-0.81083	2.9847e+00
3211.50	-0.81096	2.9995e+00
3211.70	-0.81122	2.9623e+00
3211.90	-0.81135	2.9597e+00
3212.10	-0.81174	2.9382e+00
3212.30	-0.81187	2.9488e+00
3212.50	-0.81200	2.9163e+00
3212.70	-0.81213	2.8910e+00
3212.90	-0.81252	2.9165e+00
3213.10	-0.81265	2.8847e+00
3213.30	-0.81291	2.8916e+00
3213.50	-0.81304	2.8632e+00
3213.70	-0.81316	2.8752e+00
3213.90	-0.81329	2.8643e+00
3214.10	-0.81368	2.8297e+00
3214.30	-0.81381	2.8286e+00
3214.50	-0.81394	2.8009e+00
3214.70	-0.81420	2.8037e+00
3214.90	-0.81433	2.7727e+00
3215.10	-0.81446	2.7783e+00
3215.30	-0.81485	2.7282e+00
3215.50	-0.81498	2.7250e+00
3215.70	-0.81524	2.7270e+00
3215.90	-0.81537	2.6943e+00
3216.10	-0.81550	2.7052e+00
3216.30	-0.81576	2.6674e+00
3216.50	-0.81589	2.6790e+00
3216.70	-0.81628	2.6464e+00
3216.90	-0.81641	2.6444e+00
3217.10	-0.81667	2.6130e+00
3217.30	-0.81680	2.5935e+00
3217.50	-0.81706	2.6208e+00
3217.70	-0.81732	2.5748e+00
3217.90	-0.81745	2.6014e+00
3218.10	-0.81771	2.5518e+00
3218.30	-0.81784	2.5752e+00
3218.50	-0.81810	2.5481e+00
3218.70	-0.81823	2.5193e+00
3218.90	-0.81836	2.5479e+00
3219.10	-0.81862	2.4882e+00
3219.30	-0.81888	2.4991e+00
3219.50	-0.81901	2.4686e+00
3219.70	-0.81940	2.4789e+00
3219.90	-0.81940	2.4392e+00
3220.10	-0.81966	2.4426e+00
3220.30	-0.81992	2.4664e+00
3220.50	-0.82005	2.3989e+00
3220.70	-0.82031	2.4146e+00
3220.90	-0.82044	2.3927e+00
3221.10	-0.82057	2.4022e+00
3221.30	-0.82083	2.3693e+00
3221.50	-0.82109	2.3605e+00
3221.70	-0.82122	2.3695e+00
3221.90	-0.82135	2.3158e+00
3222.10	-0.82161	2.3457e+00
3222.30	-0.82200	2.2994e+00
3222.50	-0.82213	2.3128e+00
3222.70	-0.82226	2.2833e+00
3222.90	-0.82252	2.2721e+00
3223.10	-0.82265	2.2704e+00
3223.30	-0.82291	2.2231e+00
3223.50	-0.82317	2.2695e+00
3223.70	-0.82330	2.2294e+00
3223.90	-0.82356	2.2124e+00
3224.10	-0.82369	2.1763e+00
3224.30	-0.82395	2.1889e+00
3224.50	-0.82421	2.1918e+00
3224.70	-0.82447	2.1526e+00
3224.90	-0.82460	2.1632e+00
3225.10	-0.82486	2.1318e+00
3225.30	-0.82512	2.1217e+00
3225.50	-0.82538	2.0836e+00
3225.70	-0.82551	2.0916e+00
3225.90	-0.82577	2.0856e+00
3226.10	-0.82602	2.0666e+00
3226.30	-0.82628	2.0854e+00
3226.50	-0.82641	2.0494e+00
3226.70	-0.82667	2.0553e+00
3226.90	-0.82693	2.0144e+00
3227.10	-0.82706	2.0161e+00
3227.30	-0.82719	1.9923e+00
3227.50	-0.82745	1.9970e+00
3227.70	-0.82758	1.9875e+00
3227.90	-0.82784	1.9512e+00
3228.10	-0.82797	1.9645e+00
